date,chesa_boudin_matches,chesa_boudin_pct_of_us,chesa_boudin_pct_of_global,boudin_recall_matches,boudin_recall_pct_of_us,boudin_recall_pct_of_global,us_total_monitored,global_norm
20211227T000000Z,5,0.009894,0.001834,2,0.003957,0.000734,50538,272605
20211228T000000Z,2,0.003036,0.000654,0,0.0,0.0,65884,305886
20211229T000000Z,6,0.008514,0.001901,3,0.004257,0.00095,70476,315669
20211230T000000Z,10,0.014451,0.003212,3,0.004335,0.000964,69198,311317
20211231T000000Z,46,0.079889,0.0178,2,0.003473,0.000774,57580,258434
20220101T000000Z,7,0.024195,0.004685,2,0.006913,0.001339,28931,149414
20220102T000000Z,1,0.003529,0.000621,1,0.003529,0.000621,28337,161094
20220103T000000Z,8,0.013511,0.003013,5,0.008445,0.001883,59210,265545
20220104T000000Z,4,0.004827,0.001201,2,0.002413,0.0006,82871,333148
20220105T000000Z,8,0.008909,0.002297,4,0.004454,0.001149,89799,348263
20220106T000000Z,9,0.010051,0.00271,0,0.0,0.0,89543,332107
20220107T000000Z,13,0.015081,0.004002,5,0.0058,0.001539,86202,324847
20220108T000000Z,4,0.00811,0.001839,3,0.006083,0.001379,49321,217492
20220109T000000Z,0,0.0,0.0,0,0.0,0.0,32564,183683
20220110T000000Z,4,0.005326,0.001209,3,0.003994,0.000907,75106,330918
20220111T000000Z,6,0.006748,0.00165,1,0.001125,0.000275,88910,363627
20220112T000000Z,6,0.006401,0.001615,2,0.002134,0.000538,93740,371547
20220113T000000Z,4,0.00429,0.001063,3,0.003217,0.000798,93248,376142
20220114T000000Z,7,0.007888,0.001972,1,0.001127,0.000282,88741,354941
20220115T000000Z,3,0.005993,0.001361,0,0.0,0.0,50060,220429
20220116T000000Z,0,0.0,0.0,0,0.0,0.0,38002,203402
20220117T000000Z,2,0.003521,0.000641,0,0.0,0.0,56800,311847
20220118T000000Z,8,0.009427,0.002212,2,0.002357,0.000553,84860,361664
20220119T000000Z,7,0.007228,0.00183,2,0.002065,0.000523,96841,382479
20220120T000000Z,7,0.007212,0.001838,2,0.002061,0.000525,97060,380848
20220121T000000Z,10,0.011107,0.002875,1,0.001111,0.000287,90037,347880
20220122T000000Z,0,0.0,0.0,0,0.0,0.0,50332,225195
20220123T000000Z,4,0.01121,0.002001,0,0.0,0.0,35684,199935
20220124T000000Z,4,0.005474,0.001177,1,0.001368,0.000294,73079,339974
20220125T000000Z,41,0.044874,0.011131,18,0.019701,0.004887,91367,368348
20220126T000000Z,65,0.069565,0.017514,53,0.056722,0.01428,93438,371141
20220127T000000Z,22,0.023658,0.005881,2,0.002151,0.000535,92990,374110
20220128T000000Z,60,0.069477,0.016948,7,0.008106,0.001977,86359,354026
20220129T000000Z,10,0.019986,0.004376,8,0.015988,0.003501,50036,228536
20220130T000000Z,111,0.288874,0.054925,2,0.005205,0.00099,38425,202093
20220131T000000Z,20,0.027487,0.0063,1,0.001374,0.000315,72762,317480
20220201T000000Z,4,0.004334,0.001141,0,0.0,0.0,92295,350519
20220202T000000Z,6,0.006372,0.001685,0,0.0,0.0,94158,356034
20220203T000000Z,21,0.022878,0.005889,5,0.005447,0.001402,91791,356601
20220204T000000Z,12,0.013739,0.003569,5,0.005725,0.001487,87340,336205
20220205T000000Z,7,0.014001,0.003157,4,0.008,0.001804,49997,221761
20220206T000000Z,2,0.0054,0.000993,0,0.0,0.0,37037,201336
20220207T000000Z,9,0.012715,0.0028,6,0.008477,0.001867,70780,321429
20220208T000000Z,5,0.005451,0.00137,5,0.005451,0.00137,91723,364934
20220209T000000Z,12,0.012962,0.003217,3,0.00324,0.000804,92581,372974
20220210T000000Z,10,0.010405,0.002642,3,0.003121,0.000793,96109,378488
20220211T000000Z,8,0.009267,0.002274,3,0.003475,0.000853,86325,351823
20220212T000000Z,22,0.04575,0.009793,2,0.004159,0.00089,48087,224659
20220213T000000Z,7,0.021034,0.003647,2,0.00601,0.001042,33280,191923
20220214T000000Z,11,0.015008,0.003281,2,0.002729,0.000597,73293,335252
20220215T000000Z,116,0.135793,0.032251,16,0.01873,0.004448,85424,359677
20220216T000000Z,59,0.066901,0.016063,34,0.038553,0.009256,88190,367311
20220217T000000Z,111,0.130907,0.030999,86,0.101423,0.024017,84793,358080
20220218T000000Z,77,0.092491,0.022102,62,0.074474,0.017797,83251,348377
20220219T000000Z,63,0.136692,0.028302,6,0.013018,0.002695,46089,222598
20220220T000000Z,11,0.032613,0.005511,11,0.032613,0.005511,33729,199600
20220221T000000Z,6,0.0109,0.00188,4,0.007267,0.001253,55046,319194
20220222T000000Z,20,0.024972,0.005537,11,0.013734,0.003045,80091,361226
20220223T000000Z,15,0.0169,0.004108,5,0.005633,0.001369,88758,365179
20220224T000000Z,32,0.034844,0.008289,4,0.004356,0.001036,91837,386066
20220225T000000Z,2,0.002343,0.000556,0,0.0,0.0,85371,360034
20220226T000000Z,0,0.0,0.0,0,0.0,0.0,50661,237676
20220227T000000Z,2,0.005419,0.000932,1,0.002709,0.000466,36908,214606
20220228T000000Z,3,0.004107,0.000896,1,0.001369,0.000299,73039,334893
20220301T000000Z,9,0.010165,0.002476,6,0.006777,0.00165,88537,363562
20220302T000000Z,8,0.008664,0.002148,7,0.007581,0.001879,92339,372492
20220303T000000Z,4,0.004464,0.001088,5,0.00558,0.00136,89613,367530
20220304T000000Z,4,0.004673,0.00115,2,0.002337,0.000575,85593,347695
20220305T000000Z,3,0.005938,0.001278,1,0.001979,0.000426,50524,234698
20220306T000000Z,1,0.002791,0.000494,0,0.0,0.0,35830,202424
20220307T000000Z,9,0.012543,0.002784,1,0.001394,0.000309,71756,323264
20220308T000000Z,27,0.02965,0.007482,2,0.002196,0.000554,91063,360858
20220309T000000Z,11,0.011983,0.003006,6,0.006536,0.00164,91800,365943
20220310T000000Z,8,0.008937,0.002178,5,0.005586,0.001361,89517,367382
20220311T000000Z,47,0.054982,0.013404,2,0.00234,0.00057,85483,350637
20220312T000000Z,4,0.007929,0.001747,2,0.003964,0.000874,50448,228939
20220313T000000Z,4,0.010736,0.001966,2,0.005368,0.000983,37257,203455
20220314T000000Z,3,0.004104,0.000907,2,0.002736,0.000605,73100,330700
20220315T000000Z,9,0.010026,0.002467,2,0.002228,0.000548,89768,364753
20220316T000000Z,12,0.01361,0.00332,12,0.01361,0.00332,88173,361447
20220317T000000Z,9,0.010266,0.002492,7,0.007985,0.001939,87664,361101
20220318T000000Z,10,0.012429,0.003018,1,0.001243,0.000302,80460,331343
20220319T000000Z,9,0.019679,0.004193,2,0.004373,0.000932,45733,214661
20220320T000000Z,4,0.011197,0.002065,3,0.008398,0.001549,35724,193698
20220321T000000Z,2,0.002733,0.000612,1,0.001367,0.000306,73177,327006
20220322T000000Z,5,0.005848,0.001409,4,0.004678,0.001127,85500,354803
20220323T000000Z,2,0.002153,0.000552,3,0.00323,0.000828,92885,362106
20220324T000000Z,6,0.006799,0.001656,4,0.004532,0.001104,88254,362216
20220325T000000Z,7,0.008518,0.002065,3,0.003651,0.000885,82176,338936
20220326T000000Z,1,0.002107,0.00045,1,0.002107,0.00045,47471,222133
20220327T000000Z,0,0.0,0.0,0,0.0,0.0,35685,198122
20220328T000000Z,2,0.002503,0.000594,1,0.001251,0.000297,79920,336495
20220329T000000Z,3,0.003258,0.000821,1,0.001086,0.000274,92093,365474
20220330T000000Z,6,0.006737,0.00165,5,0.005614,0.001375,89063,363619
20220331T000000Z,4,0.004444,0.001083,3,0.003333,0.000812,90004,369275
20220401T000000Z,8,0.009384,0.002302,8,0.009384,0.002302,85256,347526
20220402T000000Z,7,0.015325,0.003125,4,0.008757,0.001786,45678,223991
20220403T000000Z,1,0.002787,0.000496,1,0.002787,0.000496,35880,201800
20220404T000000Z,4,0.00509,0.001227,2,0.002545,0.000614,78590,325907
20220405T000000Z,15,0.017837,0.00438,8,0.009513,0.002336,84096,342429
20220406T000000Z,9,0.010107,0.002509,6,0.006738,0.001673,89044,358744
20220407T000000Z,6,0.00678,0.001661,2,0.00226,0.000554,88494,361189
20220408T000000Z,5,0.006022,0.001451,3,0.003613,0.000871,83034,344498
20220409T000000Z,1,0.002118,0.000451,1,0.002118,0.000451,47210,221965
20220410T000000Z,1,0.00286,0.000519,0,0.0,0.0,34966,192679
20220411T000000Z,1,0.001369,0.000307,0,0.0,0.0,73061,325625
20220412T000000Z,9,0.010226,0.002563,2,0.002272,0.00057,88010,351083
20220413T000000Z,6,0.006876,0.001729,3,0.003438,0.000864,87256,347113
20220414T000000Z,10,0.011649,0.002953,6,0.006989,0.001772,85846,338583
20220415T000000Z,11,0.014975,0.003838,10,0.013613,0.003489,73457,286621
20220416T000000Z,3,0.007096,0.001484,3,0.007096,0.001484,42276,202176
20220417T000000Z,1,0.003046,0.000543,0,0.0,0.0,32835,184221
20220418T000000Z,9,0.013424,0.003207,5,0.007458,0.001782,67043,280605
20220419T000000Z,72,0.086919,0.021242,9,0.010865,0.002655,82836,338946
20220420T000000Z,62,0.070219,0.01755,4,0.00453,0.001132,88295,353275
20220421T000000Z,22,0.023694,0.006198,0,0.0,0.0,92852,354960
20220422T000000Z,4,0.004693,0.001203,1,0.001173,0.000301,85226,332372
20220423T000000Z,3,0.006492,0.001376,2,0.004328,0.000917,46209,218025
20220424T000000Z,6,0.015876,0.002891,4,0.010584,0.001927,37793,207563
20220425T000000Z,8,0.010624,0.002547,6,0.007968,0.00191,75302,314070
20220426T000000Z,4,0.004265,0.001127,3,0.003199,0.000845,93783,355023
20220427T000000Z,10,0.010556,0.002766,6,0.006334,0.00166,94732,361486
20220428T000000Z,4,0.004316,0.00111,4,0.004316,0.00111,92683,360299
20220429T000000Z,4,0.004433,0.001164,1,0.001108,0.000291,90236,343685
20220430T000000Z,4,0.008176,0.001849,1,0.002044,0.000462,48921,216369
20220501T000000Z,5,0.013305,0.002657,0,0.0,0.0,37580,188197
20220502T000000Z,81,0.112502,0.029988,1,0.001389,0.00037,71999,270111
20220503T000000Z,19,0.020286,0.006007,5,0.005338,0.001581,93660,316283
20220504T000000Z,6,0.006926,0.001901,4,0.004618,0.001268,86625,315546
20220505T000000Z,5,0.005546,0.001472,3,0.003328,0.000883,90154,339716
20220506T000000Z,12,0.01388,0.003651,7,0.008097,0.00213,86457,328667
20220507T000000Z,3,0.00671,0.001428,2,0.004473,0.000952,44710,210121
20220508T000000Z,1,0.002745,0.000533,1,0.002745,0.000533,36433,187563
20220509T000000Z,9,0.011883,0.002846,5,0.006602,0.001581,75739,316210
20220510T000000Z,53,0.058224,0.015375,53,0.058224,0.015375,91027,344717
20220511T000000Z,24,0.02624,0.006742,17,0.018586,0.004776,91465,355962
20220512T000000Z,20,0.021527,0.005612,11,0.01184,0.003087,92908,356379
20220513T000000Z,6,0.006982,0.001795,6,0.006982,0.001795,85935,334329
20220514T000000Z,4,0.00846,0.001905,3,0.006345,0.001428,47281,210020
20220515T000000Z,2,0.005696,0.001063,1,0.002848,0.000532,35115,188127
20220516T000000Z,6,0.00746,0.001862,4,0.004973,0.001241,80429,322256
20220517T000000Z,7,0.007608,0.001993,6,0.006521,0.001708,92012,351298
20220518T000000Z,10,0.010699,0.002811,9,0.009629,0.00253,93471,355699
20220519T000000Z,20,0.022819,0.005789,19,0.021678,0.0055,87647,345454
20220520T000000Z,17,0.020021,0.005089,4,0.004711,0.001197,84909,334078
20220521T000000Z,2,0.00449,0.000955,1,0.002245,0.000478,44539,209408
20220522T000000Z,0,0.0,0.0,0,0.0,0.0,35857,188239
20220523T000000Z,7,0.009407,0.002204,7,0.009407,0.002204,74409,317549
20220524T000000Z,7,0.00786,0.002017,5,0.005615,0.001441,89053,346990
20220525T000000Z,0,0.0,0.0,1,0.001047,0.000283,95505,352954
20220526T000000Z,11,0.011991,0.003249,8,0.008721,0.002363,91735,338601
20220527T000000Z,57,0.069971,0.01773,57,0.069971,0.01773,81462,321489
20220528T000000Z,7,0.015722,0.003508,6,0.013476,0.003006,44525,199571
20220529T000000Z,3,0.009127,0.001691,1,0.003042,0.000564,32870,177459
20220530T000000Z,5,0.010333,0.00172,4,0.008266,0.001376,48389,290681
20220531T000000Z,7,0.009239,0.002117,4,0.005279,0.00121,75766,330609
20220601T000000Z,33,0.035918,0.009446,24,0.026122,0.00687,91877,349356
20220602T000000Z,23,0.026052,0.006789,14,0.015858,0.004132,88286,338784
20220603T000000Z,74,0.096904,0.024493,110,0.144047,0.036409,76364,302121
20220604T000000Z,22,0.048409,0.011081,20,0.044008,0.010074,45446,198531
20220605T000000Z,32,0.092703,0.01798,28,0.081115,0.015732,34519,177976
20220606T000000Z,139,0.199796,0.04665,128,0.183985,0.042958,69571,297964
20220607T000000Z,270,0.32732,0.081171,277,0.335806,0.083275,82488,332633
20220608T000000Z,500,0.578858,0.146197,474,0.548757,0.138595,86377,342004
20220609T000000Z,296,0.352117,0.086506,208,0.247433,0.060788,84063,342172
20220610T000000Z,137,0.167455,0.04222,115,0.140564,0.03544,81813,324489
20220611T000000Z,33,0.076484,0.016318,24,0.055625,0.011868,43146,202229
20220612T000000Z,33,0.092455,0.017641,24,0.06724,0.01283,35693,187061
20220613T000000Z,46,0.061392,0.014882,38,0.050715,0.012294,74928,309089
20220614T000000Z,22,0.025558,0.006377,13,0.015103,0.003768,86078,344980
20220615T000000Z,37,0.041119,0.010556,32,0.035563,0.00913,89982,350509
20220616T000000Z,32,0.03579,0.00935,22,0.024606,0.006428,89410,342247
20220617T000000Z,25,0.030016,0.007633,19,0.022812,0.005801,83289,327516
20220618T000000Z,16,0.037464,0.007857,13,0.030439,0.006384,42708,203639
20220619T000000Z,59,0.1667,0.030824,5,0.014127,0.002612,35393,191407
20220620T000000Z,60,0.102478,0.019954,15,0.02562,0.004989,58549,300689
20220621T000000Z,33,0.041865,0.009978,9,0.011418,0.002721,78825,330727
20220622T000000Z,19,0.022126,0.005555,8,0.009316,0.002339,85870,342014
20220623T000000Z,6,0.006933,0.001768,5,0.005778,0.001473,86539,339349
20220624T000000Z,10,0.012077,0.003125,8,0.009661,0.0025,82803,319979
20220625T000000Z,7,0.015625,0.003435,4,0.008928,0.001963,44801,203761
20220626T000000Z,9,0.026142,0.004909,4,0.011619,0.002182,34427,183333
20220627T000000Z,12,0.016983,0.003889,7,0.009907,0.002269,70660,308531
20220628T000000Z,8,0.009478,0.002383,5,0.005924,0.00149,84403,335644
20220629T000000Z,16,0.018698,0.004714,10,0.011686,0.002946,85570,339438
20220630T000000Z,9,0.010136,0.002601,8,0.00901,0.002312,88794,345960
20220701T000000Z,13,0.01651,0.0041,7,0.00889,0.002208,78741,317063
20220702T000000Z,41,0.09757,0.021419,3,0.007139,0.001567,42021,191421
20220703T000000Z,1,0.003158,0.00057,0,0.0,0.0,31662,175508
20220704T000000Z,3,0.0072,0.001105,3,0.0072,0.001105,41665,271611
20220705T000000Z,10,0.014556,0.003189,3,0.004367,0.000957,68701,313541
20220706T000000Z,16,0.019853,0.004894,6,0.007445,0.001835,80593,326946
20220707T000000Z,62,0.074257,0.018727,28,0.033535,0.008457,83494,331079
20220708T000000Z,59,0.074333,0.018701,63,0.079372,0.019969,79373,315489
20220709T000000Z,18,0.041462,0.009269,15,0.034552,0.007725,43413,194187
20220710T000000Z,5,0.015683,0.002939,6,0.018819,0.003527,31882,170102
20220711T000000Z,12,0.017134,0.004126,4,0.005711,0.001375,70038,290863
20220712T000000Z,11,0.013159,0.003413,6,0.007178,0.001862,83592,322289
20220713T000000Z,19,0.022114,0.005798,12,0.013967,0.003662,85919,327682
20220714T000000Z,17,0.019495,0.005159,5,0.005734,0.001517,87200,329508
20220715T000000Z,13,0.016173,0.004151,8,0.009953,0.002554,80379,313185
20220716T000000Z,5,0.011766,0.002563,4,0.009413,0.00205,42494,195079
20220717T000000Z,17,0.054119,0.009723,12,0.038202,0.006863,31412,174851
20220718T000000Z,8,0.01166,0.002693,6,0.008745,0.00202,68613,297027
20220719T000000Z,11,0.01341,0.00339,7,0.008534,0.002157,82026,324463
20220720T000000Z,23,0.027081,0.007054,10,0.011775,0.003067,84929,326073
20220721T000000Z,10,0.011589,0.003058,8,0.009271,0.002447,86286,326963
20220722T000000Z,12,0.015166,0.003947,10,0.012638,0.003289,79124,304026
20220723T000000Z,5,0.011889,0.002657,3,0.007133,0.001594,42056,188203
20220724T000000Z,5,0.015758,0.002998,4,0.012606,0.002398,31730,166797
20220725T000000Z,7,0.010277,0.002402,4,0.005873,0.001373,68110,291395
20220726T000000Z,8,0.009397,0.002493,6,0.007047,0.00187,85137,320916
20220727T000000Z,8,0.009303,0.002456,6,0.006977,0.001842,85998,325681
20220728T000000Z,14,0.016339,0.004319,3,0.003501,0.000926,85685,324137
20220729T000000Z,2,0.002558,0.00066,1,0.001279,0.00033,78175,303231
20220730T000000Z,5,0.011807,0.002676,2,0.004723,0.00107,42347,186855
20220731T000000Z,5,0.015194,0.002965,0,0.0,0.0,32907,168632
20220801T000000Z,11,0.01565,0.003831,9,0.012805,0.003135,70287,287100
20220802T000000Z,15,0.017901,0.004814,6,0.007161,0.001926,83792,311578
20220803T000000Z,14,0.016314,0.004401,6,0.006992,0.001886,85814,318092
20220804T000000Z,62,0.072484,0.019355,41,0.047933,0.012799,85536,320332
20220805T000000Z,28,0.035115,0.009212,18,0.022574,0.005922,79738,303936
20220806T000000Z,6,0.013843,0.003123,5,0.011536,0.002603,43344,192105
20220807T000000Z,5,0.015586,0.002968,3,0.009352,0.001781,32080,168473
20220808T000000Z,8,0.011654,0.002835,5,0.007284,0.001772,68647,282167
20220809T000000Z,7,0.008323,0.002241,4,0.004756,0.00128,84109,312403
20220810T000000Z,13,0.015502,0.004113,11,0.013117,0.00348,83860,316066
20220811T000000Z,16,0.019734,0.005146,12,0.014801,0.00386,81077,310892
20220812T000000Z,9,0.01162,0.003045,6,0.007747,0.00203,77454,295605
20220813T000000Z,2,0.004801,0.001072,2,0.004801,0.001072,41658,186485
20220814T000000Z,2,0.006478,0.001247,2,0.006478,0.001247,30875,160372
20220815T000000Z,33,0.05097,0.013008,27,0.041703,0.010643,64744,253689
20220816T000000Z,63,0.076788,0.020684,41,0.049973,0.013461,82044,304582
20220817T000000Z,47,0.05905,0.015599,41,0.051512,0.013607,79593,301311
20220818T000000Z,10,0.012093,0.003217,5,0.006046,0.001609,82694,310842
20220819T000000Z,15,0.019952,0.005223,10,0.013301,0.003482,75182,287179
20220820T000000Z,1,0.002441,0.000541,1,0.002441,0.000541,40975,184959
20220821T000000Z,4,0.013659,0.002541,3,0.010244,0.001906,29285,157433
20220822T000000Z,4,0.005989,0.001434,3,0.004492,0.001076,66788,278875
20220823T000000Z,8,0.009753,0.002579,4,0.004877,0.001289,82025,310239
20220824T000000Z,10,0.011969,0.0032,8,0.009575,0.00256,83550,312470
20220825T000000Z,11,0.013164,0.00348,11,0.013164,0.00348,83561,316120
20220826T000000Z,7,0.008908,0.002348,6,0.007636,0.002012,78578,298166
20220827T000000Z,4,0.009762,0.00218,3,0.007322,0.001635,40975,183513
20220828T000000Z,3,0.009581,0.001813,0,0.0,0.0,31313,165444
20220829T000000Z,5,0.007201,0.001765,2,0.00288,0.000706,69437,283308
20220830T000000Z,11,0.013751,0.003551,7,0.00875,0.00226,79996,309740
20220831T000000Z,6,0.007193,0.001891,8,0.009591,0.002521,83412,317340
20220901T000000Z,10,0.01169,0.003119,4,0.004676,0.001248,85542,320567
20220902T000000Z,3,0.00398,0.001023,2,0.002653,0.000682,75386,293251
20220903T000000Z,0,0.0,0.0,0,0.0,0.0,40133,181172
20220904T000000Z,3,0.008973,0.001777,1,0.002991,0.000592,33433,168850
20220905T000000Z,2,0.004557,0.000754,1,0.002278,0.000377,43893,265087
20220906T000000Z,5,0.006806,0.001626,1,0.001361,0.000325,73462,307461
20220907T000000Z,2,0.002363,0.000621,1,0.001182,0.00031,84638,322285
20220908T000000Z,5,0.005692,0.001514,3,0.003415,0.000909,87845,330214
20220909T000000Z,2,0.002411,0.000662,2,0.002411,0.000662,82941,302233
20220910T000000Z,3,0.006702,0.001553,1,0.002234,0.000518,44760,193173
20220911T000000Z,0,0.0,0.0,0,0.0,0.0,34101,168675
20220912T000000Z,39,0.054968,0.013849,0,0.0,0.0,70951,281605
20220913T000000Z,92,0.106345,0.028613,5,0.00578,0.001555,86511,321534
20220914T000000Z,18,0.020696,0.005613,10,0.011498,0.003118,86974,320704
20220915T000000Z,6,0.006751,0.00187,3,0.003375,0.000935,88877,320866
20220916T000000Z,3,0.003932,0.001006,1,0.001311,0.000335,76302,298083
20220917T000000Z,0,0.0,0.0,0,0.0,0.0,41402,187196
20220918T000000Z,0,0.0,0.0,0,0.0,0.0,30169,162340
20220919T000000Z,4,0.005923,0.001404,2,0.002961,0.000702,67534,284847
20220920T000000Z,2,0.002596,0.000648,0,0.0,0.0,77033,308540
20220921T000000Z,14,0.017692,0.004554,9,0.011374,0.002928,79131,307396
20220922T000000Z,5,0.006306,0.001637,3,0.003784,0.000982,79287,305478
20220923T000000Z,7,0.009362,0.002356,4,0.00535,0.001346,74772,297175
20220924T000000Z,2,0.00462,0.001048,0,0.0,0.0,43286,190854
20220925T000000Z,4,0.011714,0.002319,0,0.0,0.0,34147,172469
20220926T000000Z,1,0.001495,0.000347,2,0.002991,0.000693,66869,288492
20220927T000000Z,3,0.004005,0.000991,1,0.001335,0.00033,74909,302719
20220928T000000Z,2,0.002504,0.00065,1,0.001252,0.000325,79868,307736
20220929T000000Z,7,0.008392,0.002171,5,0.005995,0.001551,83409,322433
20220930T000000Z,7,0.008935,0.002277,4,0.005106,0.001301,78346,307481
20221001T000000Z,14,0.033102,0.00728,5,0.011822,0.0026,42293,192306
20221002T000000Z,3,0.009599,0.001803,0,0.0,0.0,31253,166376
20221003T000000Z,1,0.001468,0.000363,1,0.001468,0.000363,68102,275727
20221004T000000Z,11,0.013895,0.003727,6,0.007579,0.002033,79163,295166
20221005T000000Z,28,0.033761,0.009326,1,0.001206,0.000333,82937,300221
20221006T000000Z,5,0.00651,0.0017,1,0.001302,0.00034,76802,294110
20221007T000000Z,1,0.001337,0.000355,1,0.001337,0.000355,74785,281388
20221008T000000Z,3,0.007677,0.001631,2,0.005118,0.001087,39079,183911
20221009T000000Z,3,0.009597,0.00178,0,0.0,0.0,31259,168561
20221010T000000Z,3,0.004698,0.001086,3,0.004698,0.001086,63861,276211
20221011T000000Z,3,0.003844,0.000963,2,0.002562,0.000642,78049,311607
20221012T000000Z,6,0.007091,0.00189,2,0.002364,0.00063,84620,317454
20221013T000000Z,8,0.009815,0.002517,5,0.006134,0.001573,81511,317869
20221014T000000Z,4,0.005534,0.001367,3,0.00415,0.001025,72281,292614
20221015T000000Z,2,0.004819,0.001066,2,0.004819,0.001066,41500,187582
20221016T000000Z,0,0.0,0.0,0,0.0,0.0,31590,167826
20221017T000000Z,6,0.008779,0.002042,5,0.007316,0.001702,68346,293798
20221018T000000Z,5,0.006363,0.00162,4,0.00509,0.001296,78579,308645
20221019T000000Z,12,0.01442,0.003721,6,0.00721,0.00186,83218,322529
20221020T000000Z,4,0.004926,0.001244,1,0.001232,0.000311,81194,321430
20221021T000000Z,9,0.011418,0.002982,3,0.003806,0.000994,78822,301790
20221022T000000Z,1,0.002598,0.000557,3,0.007793,0.00167,38496,179589
20221023T000000Z,0,0.0,0.0,0,0.0,0.0,29875,156398
20221024T000000Z,3,0.004354,0.00107,2,0.002903,0.000713,68898,280361
20221025T000000Z,6,0.007435,0.001917,2,0.002478,0.000639,80696,312975
20221026T000000Z,7,0.008624,0.002229,4,0.004928,0.001274,81169,314064
20221027T000000Z,7,0.008405,0.002245,2,0.002401,0.000641,83288,311772
20221028T000000Z,15,0.018577,0.005059,6,0.007431,0.002024,80745,296473
20221029T000000Z,6,0.015124,0.00338,3,0.007562,0.00169,39671,177538
20221030T000000Z,2,0.006464,0.001234,2,0.006464,0.001234,30940,162010
20221031T000000Z,3,0.004331,0.001063,0,0.0,0.0,69275,282128
20221101T000000Z,4,0.005033,0.001375,1,0.001258,0.000344,79468,290922
20221102T000000Z,6,0.007112,0.001984,1,0.001185,0.000331,84365,302413
20221103T000000Z,5,0.005818,0.001636,4,0.004655,0.001309,85934,305585
20221104T000000Z,10,0.012681,0.003478,5,0.00634,0.001739,78859,287557
20221105T000000Z,1,0.002711,0.000616,0,0.0,0.0,36889,162216
20221106T000000Z,5,0.015237,0.002998,4,0.01219,0.002399,32815,166754
20221107T000000Z,6,0.00911,0.002133,3,0.004555,0.001067,65862,281263
20221108T000000Z,8,0.010056,0.002608,5,0.006285,0.00163,79557,306702
20221109T000000Z,18,0.019243,0.005496,12,0.012829,0.003664,93541,327495
20221110T000000Z,13,0.017593,0.004501,5,0.006766,0.001731,73895,288809
20221111T000000Z,0,0.0,0.0,0,0.0,0.0,11315,34797
20221112T000000Z,2,0.004566,0.001036,1,0.002283,0.000518,43800,193140
20221113T000000Z,3,0.009266,0.001816,0,0.0,0.0,32378,165166
20221114T000000Z,4,0.005612,0.001378,3,0.004209,0.001034,71279,290251
20221115T000000Z,2,0.002374,0.000631,1,0.001187,0.000316,84261,316797
20221116T000000Z,8,0.009569,0.002495,7,0.008373,0.002183,83602,320652
20221117T000000Z,17,0.01955,0.005292,15,0.01725,0.004669,86957,321268
20221118T000000Z,5,0.006147,0.001654,2,0.002459,0.000661,81343,302368
20221119T000000Z,2,0.004479,0.001049,0,0.0,0.0,44650,190672
20221120T000000Z,1,0.002962,0.000587,0,0.0,0.0,33757,170315
20221121T000000Z,8,0.01145,0.002815,4,0.005725,0.001408,69867,284147
20221122T000000Z,3,0.003878,0.000985,3,0.003878,0.000985,77362,304500
20221123T000000Z,0,0.0,0.0,0,0.0,0.0,75656,303719
20221124T000000Z,0,0.0,0.0,0,0.0,0.0,47332,273705
20221125T000000Z,0,0.0,0.0,0,0.0,0.0,45313,261208
20221126T000000Z,1,0.002992,0.000584,0,0.0,0.0,33427,171364
20221127T000000Z,2,0.00766,0.001328,1,0.00383,0.000664,26111,150557
20221128T000000Z,1,0.001561,0.000358,1,0.001561,0.000358,64048,279657
20221129T000000Z,11,0.014209,0.003564,11,0.014209,0.003564,77416,308618
20221130T000000Z,3,0.003658,0.000955,2,0.002439,0.000637,82009,314152
20221201T000000Z,6,0.007351,0.001921,5,0.006125,0.001601,81627,312330
20221202T000000Z,30,0.040088,0.010241,24,0.03207,0.008193,74836,292950
20221203T000000Z,3,0.007544,0.001729,2,0.00503,0.001152,39765,173559
20221204T000000Z,5,0.017586,0.003186,0,0.0,0.0,28431,156942
20221205T000000Z,3,0.004484,0.001066,2,0.002989,0.000711,66911,281428
20221206T000000Z,0,0.0,0.0,1,0.001251,0.000327,79929,305719
20221207T000000Z,1,0.001191,0.000319,0,0.0,0.0,83938,313894
20221208T000000Z,3,0.003695,0.000998,1,0.001232,0.000333,81192,300585
20221209T000000Z,3,0.004001,0.001041,3,0.004001,0.001041,74979,288145
20221210T000000Z,2,0.004829,0.00111,0,0.0,0.0,41416,180220
20221211T000000Z,1,0.003454,0.000645,1,0.003454,0.000645,28956,155005
20221212T000000Z,3,0.004704,0.001083,1,0.001568,0.000361,63774,277006
20221213T000000Z,3,0.003878,0.00098,1,0.001293,0.000327,77368,306020
20221214T000000Z,2,0.00247,0.000646,1,0.001235,0.000323,80956,309803
20221215T000000Z,5,0.00604,0.001601,4,0.004832,0.001281,82784,312359
20221216T000000Z,0,0.0,0.0,0,0.0,0.0,74771,288582
20221217T000000Z,1,0.002357,0.000544,0,0.0,0.0,42418,183832
20221218T000000Z,2,0.006206,0.001234,0,0.0,0.0,32225,162134
20221219T000000Z,1,0.001575,0.000372,1,0.001575,0.000372,63475,268857
20221220T000000Z,0,0.0,0.0,0,0.0,0.0,74298,293918
20221221T000000Z,9,0.011866,0.003034,4,0.005274,0.001349,75849,296605
